station_id	station_name	lon	lat	altitude	station_type	x_coord	y_coord	record_status
31437		139.010	52.110			2336234.7500	6367557.5000	0
31439	博戈罗茨科耶	140.480	52.390			2421324.5000	6433545.0000	0
31441		126.510	51.810			1503532.8750	6086634.0000	0
31442	西马诺夫斯克	127.660	51.990			1577736.7500	6124872.5000	0
31443		128.830	51.640			1667283.2500	6105815.5000	0
31444		126.710	51.510			1524853.8750	6056524.5000	0
31445	斯沃博德内	128.130	51.460			1624090.0000	6074084.0000	0
31459	上汤姆	130.390	51.360			1782233.3750	6102833.5000	0
31469	切格多门	132.960	51.180			1963642.3750	6132894.0000	0
31474	乌斯季乌马尔塔	133.330	51.640			1973840.8750	6190412.0000	0
31475		134.110	51.410			2034291.8750	6181580.5000	0
31478	索菲斯基-普里伊斯克	133.990	52.280			1996986.6250	6273605.0000	0
31482	杜基	135.910	51.730			2144513.5000	6255016.0000	0
31484		135.090	51.430			2099903.7500	6204659.0000	0
31489	戈林	136.810	51.210			2223760.7500	6219364.5000	0
31492		138.110	51.910			2284504.5000	6324677.0000	0
31497		137.410	51.110			2267863.7500	6222564.0000	0
31502		140.210	51.710			2431248.5000	6354458.0000	0
31504		139.110	51.360			2372218.7500	6289965.5000	0
31509	德卡斯特里	140.790	51.490			2478496.7500	6345833.0000	0
31510	布拉戈维申斯克（海兰泡）	127.510	50.540			1605338.6250	5962484.0000	0
31511		127.310	50.710			1586945.0000	5977882.0000	0
31513	别洛戈尔斯克	128.480	50.930			1662602.0000	6021696.0000	0
31521	布拉托柳博夫卡	129.340	50.790			1726171.7500	6021384.5000	0
31527	扎维塔亚	129.480	50.130			1754517.6250	5951753.5000	0
31528		130.110	50.110			1799245.5000	5961130.5000	0
31532	切昆达	132.260	50.880			1925236.2500	6086248.0000	0
31534		131.030	50.440			1853721.0000	6014405.0000	0
31538	苏图尔	132.140	50.080			1941960.1250	5997078.0000	0
31541		133.310	50.790			2000242.5000	6097762.0000	0
31545		133.910	50.610			2047364.7500	6090836.5000	0
31548		133.510	50.010			2039499.5000	6017673.5000	0
31550		136.930	50.280			2265876.5000	6122654.0000	0
31552		136.010	50.810			2184034.7500	6158241.0000	0
31561		137.010	50.610			2259259.2500	6159759.0000	0
31562		138.210	50.910			2329271.5000	6220195.0000	0
31566		138.410	50.310			2365658.2500	6161231.5000	0
31573		140.410	50.710			2484951.5000	6253656.5000	0
31577		139.010	50.110			2414153.5000	6154840.5000	0
31579		140.610	50.110			2522686.7500	6195616.5000	0
31583	马利诺夫卡	129.930	49.790			1795806.0000	5922956.0000	0
31586		129.410	49.410			1769804.0000	5872050.0000	0
31587	波亚尔科沃	128.660	49.630			1710551.8750	5882537.5000	0
31593		130.710	49.710			1853048.0000	5928955.0000	0
31594	阿尔哈拉	130.090	49.430			1817438.6250	5886815.5000	0
31618	比拉	132.480	49.030			1998666.1250	5890654.5000	0
31632	库尔河	134.640	49.940			2120221.5000	6034408.0000	0
31636	尼奥兰	134.740	49.560			2140067.5000	5995856.0000	0
31638		134.410	49.110			2132164.0000	5940396.5000	0
31647		135.110	49.210			2177856.2500	5966663.0000	0
31651		136.110	49.910			2222889.5000	6064152.5000	0
31655	特罗伊茨科耶	136.580	49.460			2271490.2500	6027081.5000	0
31677		138.710	49.010			2435889.5000	6031185.5000	0
31683		140.110	49.610			2508796.0000	6130067.0000	0
31702	奥布卢奇耶	131.090	49.010			1900690.5000	5860518.0000	0
31704		130.810	48.310			1901410.2500	5779471.5000	0
31705		130.710	48.510			1888351.7500	5799089.5000	0
31707	埃哈特利诺-尼科利斯科耶	130.980	47.740			1930494.6250	5721470.5000	0
31710	列宁斯科耶	132.630	47.960			2042955.5000	5778921.0000	0
31713	比罗比詹	132.960	48.740			2041859.7500	5869497.5000	0
31727		133.210	48.310			2073411.1250	5828718.0000	0
31733	叶拉布加	135.890	48.830			2245729.2500	5943970.0000	0
31735	哈巴罗夫斯克	135.180	48.530			2206108.0000	5895728.5000	0
31736	哈巴罗夫斯克	135.240	48.540			2210007.0000	5898161.0000	0
31749		136.810	48.010			2339799.7500	5878825.0000	0
31754		137.060	48.610			2335724.0000	5948300.0000	0
31770		140.310	49.010			2546462.2500	6072337.0000	0
31786	维亚泽姆斯卡亚	134.830	47.560			2214165.5000	5784614.0000	0
31788	莱蒙托夫卡	134.340	47.160			2192206.7500	5731000.0000	0
31790		135.090	47.990			2218185.5000	5836235.5000	0
31792	比切瓦亚	135.640	47.780			2264669.5000	5826678.0000	0
31798		135.610	47.310			2278799.5000	5776209.5000	0
31801		136.190	47.680			2307447.7500	5829073.0000	0
31823	格罗谢维奇	139.540	47.980			2533548.2500	5944353.0000	0
31825	阿格朱	138.410	47.610			2467985.7500	5876429.0000	0
31829	佐洛托伊	138.990	47.330			2519792.7500	5862047.0000	0
31832	比金	134.280	46.810			2199444.5000	5692500.0000	0
31851		136.210	46.610			2346565.7500	5716655.0000	0
31856		136.910	46.510			2400891.2500	5723294.5000	0
31859		136.610	45.910			2400453.5000	5652889.0000	0
31866		138.340	46.540			2503173.7500	5762638.0000	0
31869		137.810	46.010			2484456.0000	5693618.5000	0
31878	基洛夫斯基	133.540	45.090			2200823.0000	5493601.5000	0
31883		134.910	45.810			2278973.7500	5601304.5000	0
31884	马利诺沃	134.280	45.430			2244975.2500	5546497.0000	0
31895		135.510	45.210			2343742.5000	5552464.5000	0
31902		137.710	45.810			2484512.5000	5670159.5000	0
31909	捷尔涅伊	136.610	45.010			2432359.2500	5558619.0000	0
31915	波格拉尼奇内	131.390	44.410			2059516.5000	5374276.5000	0
31917	波尔塔夫卡	131.330	44.040			2065895.5000	5333734.0000	0
31921	阿斯特拉罕卡	132.080	44.730			2102235.0000	5423055.0000	0
31924	霍罗尔	132.080	44.440			2111060.7500	5392313.5000	0
31926		132.830	44.610			2162620.7500	5426857.0000	0
31931	斯维亚吉诺	133.090	44.810			2175948.2500	5453832.5000	0
31938		133.290	44.160			2211635.0000	5389709.5000	0
31939		133.880	44.160			2256399.0000	5403317.5000	0
31942		134.410	44.710			2278411.2500	5473632.5000	0
31943		134.710	44.710			2300922.7500	5480724.5000	0
31946		135.010	44.310			2336859.7500	5445880.0000	0
31958	博戈波尔	135.460	44.260			2372451.5000	5451576.0000	0
31960	符拉迪沃斯托克	131.940	43.130			2140012.5000	5250645.5000	0
31961		131.980	43.890			2120127.0000	5331886.0000	0
31346		136.810	53.710			2131724.0000	6489464.5000	0
31348	布鲁坎	136.040	53.060			2105425.5000	6401909.5000	0
31966		131.890	43.560			2123189.0000	5294999.5000	0
31969		130.810	42.660			2066022.5000	5176402.0000	0
31974		132.180	43.380			2150967.2500	5282371.5000	0
31977	符拉迪沃斯托克	132.060	43.280			2144750.7500	5269146.5000	0
31981	阿努奇诺	133.080	43.980			2201348.5000	5365935.5000	0
31985		133.370	43.490			2239000.0000	5320939.5000	0
31989	普列奥布拉任内	133.910	42.910			2299098.2500	5272621.0000	0
31993		134.690	43.990			2323367.7500	5404593.5000	0
31994	别列兹尼亚基	134.180	43.590			2297745.2500	5350425.0000	0
31996		134.770	43.440			2347737.7500	5348836.0000	0
32004		141.810	53.210			2472976.7500	6554471.5000	0
32012		142.710	54.410			2477972.5000	6705491.5000	0
32013		142.760	53.580			2517437.2500	6618306.5000	0
32014		142.510	53.510			2504652.0000	6604382.5000	0
32027	波吉比	141.640	52.230			2503478.2500	6446040.5000	0
32045		141.910	51.610			2547261.5000	6387566.0000	0
32053	诺格利基	143.140	51.930			2613834.7500	6454016.0000	0
32057	阿多-蒂莫沃	142.680	51.140			2617941.7500	6358690.0000	0
32059		142.610	50.810			2627466.2500	6322231.0000	0
32061	亚历山德罗夫斯克/萨哈林岛	142.180	50.910			2594689.5000	6321118.0000	0
40067	苏韦达	35.610	32.710			-5865210.0000	6009272.5000	0
40072	阿布凯马勒	40.930	34.430			-5371403.0000	5845393.0000	0
40080	大马士革国际机场	36.530	33.430			-5749975.5000	6013564.5000	0
40083	奈卜克	36.730	34.040			-5692988.5000	6052348.0000	0
40085		37.710	33.790			-5642420.5000	5974162.0000	0
40087	杰贝勒埃坦夫	38.680	33.490			-5595008.5000	5892668.0000	0
40095	德拉	36.110	32.610			-5837480.0000	5970822.5000	0
40100	贝鲁特机场	35.490	33.830			-5793253.5000	6108535.0000	0
40101	胡彻/乌迈拉	35.860	33.830			-5767858.5000	6086454.0000	0
40102	里亚格	36.010	33.880			-5753978.0000	6081654.0000	0
40103	的黎波里	35.810	34.460			-5726323.0000	6141298.0000	0
40104	迈尔杰乌荣	35.590	33.380			-5818614.5000	6065572.5000	0
40105	奥尔-阿尔兹（杉林）	36.060	34.260			-5723491.5000	6110039.5000	0
40110	代赫尔拜德尔	35.780	33.830			-5773356.5000	6091220.0000	0
40153		35.510	32.980			-5852802.5000	6037519.0000	0
40154		35.010	32.830			-5898169.0000	6055550.5000	0
40155	斯德-海法(海法)	35.040	32.810			-5897538.5000	6052087.5000	0
40165		35.190	32.680			-5896523.5000	6032309.5000	0
40176	斯德-多夫（特拉维夫）	34.790	32.110			-5965429.5000	6010162.5000	0
40179	贝特达甘	34.830	32.010			-5969880.5000	5999526.5000	0
40180	本古里安国际机场	34.910	32.010			-5964307.0000	5994598.0000	0
40183		35.230	31.780			-5958533.0000	5956059.5000	0
40184	耶路撒冷	35.230	31.880			-5951331.5000	5964265.0000	0
40190		34.810	31.260			-6025561.0000	5939440.0000	0
40191	贝尔谢巴	34.790	31.240			-6028415.0000	5939049.0000	0
40198	奥夫达	34.840	30.010			-6114024.5000	5835208.0000	0
40199	埃拉特	34.960	29.560			-6138063.0000	5790696.0000	0
40215	图勒凯尔姆	35.030	32.330			-5932849.5000	6013413.0000	0
40223	纳布鲁斯	35.260	32.230			-5924042.5000	5991141.0000	0
40224	迈塞伦	35.280	32.360			-5913296.5000	6000584.0000	0
40226	杰宁	35.310	32.480			-5902579.5000	6008600.0000	0
40230	加沙国际机场	34.280	31.240			-6064169.0000	5970884.5000	0
40233	加沙	34.460	31.510			-6031939.5000	5981638.0000	0
40240	希伯伦	35.110	31.540			-5984250.0000	5943772.0000	0
40242	奥尔-阿鲁布	35.230	31.940			-5947011.5000	5969187.5000	0
40250	伊尔瓦歇德（h-4）	38.210	32.510			-5696181.0000	5837447.5000	0
40253	巴古拉	35.630	32.640			-5868832.0000	6002302.0000	0
40255	伊尔比德	35.860	32.560			-5858517.0000	5981789.0000	0
40256	瓦迪拉扬	35.590	32.410			-5888096.0000	5985806.5000	0
40257	穆内弗角	35.760	32.380			-5878369.0000	5973011.0000	0
40260	萨发维（h-5）	37.140	32.210			-5793245.0000	5875770.0000	0
40265	马弗拉克	36.260	32.380			-5843331.0000	5942757.0000	0
40267	瓦迪祖拉勒	36.290	32.160			-5856860.0000	5922732.5000	0
40268	萨勒特	35.740	32.040			-5904093.5000	5946210.5000	0
40270	安曼机场	35.990	31.990			-5890092.5000	5926864.5000	0
40272	阿莉亚王后机场	35.990	31.730			-5908647.0000	5905385.5000	0
40275	盖特拉奈	36.130	31.260			-5932253.0000	5857959.0000	0
40280	杰里科	35.510	31.880			-5931704.0000	5947089.5000	0
40285	代尔阿尔拉	35.630	32.230			-5898198.5000	5968560.5000	0
40288	南艾兹赖格	36.830	31.840			-5841335.0000	5863557.5000	0
40290	耶路撒冷机场	35.230	31.880			-5951331.5000	5964265.0000	0
40292	赖拜	35.760	31.280			-5957087.5000	5882320.0000	0
40296	古尔萨菲	35.480	31.040			-5994148.5000	5879815.5000	0
40298	塔菲拉山	35.730	30.790			-5994325.5000	5843737.5000	0
40300	舒巴克	35.540	30.530			-6026536.0000	5834082.5000	0
40305	杰夫尔	36.160	30.290			-5999299.5000	5775752.5000	0
40310	马安	35.790	30.180			-6033765.5000	5789629.0000	0
40340	亚喀巴机场	35.010	29.560			-6134472.0000	5787528.5000	0
40341		34.990	29.490			-6140981.0000	5783044.5000	0
40356	图赖夫	38.740	31.690			-5714853.0000	5737025.0000	0
40357	阿尔阿尔	41.140	30.910			-5591659.0000	5530237.5000	0
40360	古里阿特	37.290	31.410			-5838801.5000	5799952.5000	0
40361	焦夫	40.110	29.790			-5744144.0000	5494065.5000	0
40362	拉夫哈	43.490	29.630			-5498051.5000	5283970.0000	0
40363	宰比拉	41.460	28.010			-5761603.5000	5260004.0000	0
40365		47.910	29.210			-5177539.0000	5002679.5000	0
40366	利斯山	38.210	31.240			-5784383.5000	5730480.5000	0
40367	吉巴	44.330	27.410			-5575987.0000	5039145.0000	0
40368		39.280	31.230			-5707225.0000	5666160.0000	0
40369	哈格勒	35.010	29.510			-6138094.5000	5783420.0000	0
40371		38.730	29.680			-5854483.0000	5567303.0000	0
40372	迈阿里克	38.910	30.540			-5781785.5000	5629479.0000	0
40373	凯苏马	46.140	28.330			-5373277.5000	5019322.0000	0
40375	泰布克	36.610	28.390			-6101955.0000	5589520.0000	0
40376	泰马	38.580	27.610			-6009438.0000	5400566.5000	0
40377	哈夫尔-巴廷	45.530	27.930			-5447143.5000	5017398.0000	0
40378		48.310	29.710			-5115258.5000	5027026.0000	0
40379		46.610	29.110			-5287203.5000	5063835.0000	0
40380	海法吉	48.510	28.410			-5177806.5000	4897505.0000	0
40382		48.410	28.510			-5179851.0000	4912011.5000	0
40386	胡莱法	40.830	26.010			-5945675.5000	5123935.5000	0
40387	沙姆利	40.480	27.180			-5893455.0000	5246903.5000	0
40390	巴加	42.480	27.930			-5687748.0000	5192724.0000	0
40392	盖扎莱	41.330	26.790			-5853674.5000	5161466.5000	0
40394	哈伊勒	41.690	27.440			-5781923.5000	5196587.0000	0
40395	哈伊勒机场	41.690	27.440			-5781923.5000	5196587.0000	0
40397	朱拜勒	49.680	27.090			-5161092.0000	4713433.5000	0
40399		50.110	27.410			-5106473.5000	4720320.5000	0
40400	沃季	36.490	26.210			-6266740.0000	5414687.5000	0
40402	塔拜	42.180	27.030			-5770924.5000	5131463.5000	0
40404	盖西姆机场	43.780	26.310			-5691265.5000	4973136.5000	0
40405	盖西姆	43.780	26.310			-5691265.5000	4973136.5000	0
40415	达曼（法赫德国王国际机场）	49.810	26.440			-5188954.5000	4646191.0000	0
40416	宰赫兰	50.180	26.280			-5167444.5000	4611528.0000	0
40417	达曼（法赫德国王国际机场）	49.830	26.460			-5186092.5000	4646978.0000	0
40418	盖提夫	49.980	26.840			-5151006.0000	4674272.0000	0
40419	达曼自动气象站	50.140	26.410			-5163106.5000	4625767.0000	0
40421		49.660	25.310			-5269004.5000	4549216.0000	0
40422	达曼气象局	50.190	26.410			-5158914.5000	4623103.0000	0
40426		51.510	25.310			-5111508.0000	4450080.5000	0
40427		46.210	36.210			-4876886.0000	5722249.5000	0
40428		51.510	25.210			-5117314.5000	4440657.5000	0
40430	麦地那	39.710	24.560			-6133573.0000	5067808.5000	0
40432	欧格莱苏古尔	42.260	25.840			-5843843.0000	5022014.5000	0
40433	杜赫奈	43.630	25.380			-5764134.0000	4899144.0000	0
40435	代瓦迪米	44.130	26.990			-5619070.5000	5013269.5000	0
40436	塞杰尔	44.630	25.180			-5695742.5000	4822080.0000	0
40437	哈利德国王国际机场	46.730	24.940			-5537677.0000	4678550.0000	0
40438	利雅得气象台	46.740	24.710			-5551269.0000	4656960.5000	0
33893		29.910	46.510			-5194028.5000	7444794.0000	0
33896	萨拉塔	29.680	46.030			-5243940.0000	7419217.0000	0
33898		29.610	45.810			-5264894.0000	7405659.0000	0
33902	赫尔松	32.580	46.640			-5036148.0000	7314231.0000	0
33907	别克特里	32.310	46.260			-5080020.5000	7297455.5000	0
33910	格尼切斯克	34.830	46.180			-4942455.5000	7160506.5000	0
33915	新阿斯卡尼亚	33.890	46.460			-4975619.0000	7231786.0000	0
33917		33.460	46.060			-5029905.5000	7221136.0000	0
33921		33.230	45.760			-5065434.5000	7208583.0000	0
33922		33.610	45.460			-5065980.5000	7164177.0000	0
33924	霍尔诺默尔斯科耶	32.710	45.530			-5112364.5000	7217173.0000	0
33929	叶夫帕托利亚	33.380	45.190			-5099329.5000	7154172.0000	0
33933		34.810	45.910			-4963438.0000	7139129.5000	0
33934		34.410	45.730			-4999819.0000	7144808.5000	0
33935		33.510	45.610			-5060576.5000	7181684.0000	0
33939	克列皮尼耶	34.210	45.660			-5016543.5000	7149376.5000	0
33946	辛菲罗波尔	34.140	44.690			-5092178.5000	7073256.5000	0
33959	阿卢什塔	34.440	44.690			-5074586.0000	7057512.0000	0
33960		34.910	45.310			-5001598.0000	7084262.0000	0
33961		34.510	45.510			-5010225.0000	7121475.5000	0
33962	下奥希尔茨克	34.740	45.460			-5000524.5000	7105457.0000	0
33966	克雷姆斯卡	34.610	45.060			-5037460.0000	7079137.0000	0
33976	费奥多西亚	35.390	45.040			-4993121.5000	7037093.0000	0
33980		35.880	45.480			-4932352.5000	7048667.5000	0
33981		35.810	45.410			-4941538.5000	7046385.5000	0
33983	刻赤	36.430	45.410			-4904958.5000	7014871.5000	0
33992		33.810	44.710			-5109994.5000	7092275.0000	0
33994		33.510	44.610			-5134901.5000	7099968.5000	0
33998	艾彼得里	34.090	44.440			-5113534.5000	7055379.5000	0
33999		34.080	44.480			-5111174.0000	7059187.0000	0
34003	波内里	36.310	52.330			-4406821.0000	7609749.0000	0
40439	廷布	38.080	24.140			-6291608.5000	5136178.5000	0
40441	利雅得	46.880	24.580			-5547713.0000	4637047.0000	0
40442		53.610	23.610			-5025928.0000	4178508.0000	0
40445	海尔季绿洲	47.330	24.160			-5536127.5000	4572764.0000	0
40448		55.310	25.210			-4787649.5000	4246338.0000	0
40449		55.310	25.310			-4782217.0000	4255982.0000	0
40450	古萨拉湾	44.640	23.740			-5788179.5000	4691736.0000	0
40452		55.910	23.610			-4821104.0000	4061591.0000	0
40456		54.010	22.340			-5061679.5000	4035352.7500	0
40458		56.210	26.110			-4660446.5000	4289360.5000	0
40460		55.810	24.210			-4797631.0000	4124855.0000	0
40462		58.210	23.510			-4618732.0000	3939713.5000	0
40463		58.410	23.510			-4600539.5000	3930195.5000	0
40464		56.510	23.210			-4788599.5000	3992815.7500	0
40465		57.610	23.110			-4694132.0000	3929161.0000	0
40467		58.910	22.710			-4595828.0000	3827288.0000	0
40468		59.510	22.510			-4550606.0000	3779071.7500	0
40469		56.510	22.210			-4842186.0000	3894870.7500	0
40470		57.310	21.310			-4816595.0000	3766308.0000	0
40472		56.310	19.910			-4984983.0000	3678378.5000	0
40473		57.610	19.710			-4873466.0000	3592344.2500	0
40474		53.910	17.710			-5333812.0000	3588844.5000	0
40475		53.910	16.910			-5379872.0000	3509773.0000	0
40477		39.210	21.510			-6386799.0000	4834920.0000	0
40478		39.840	21.480			-6337309.5000	4790914.5000	0
40479		39.880	21.480			-6334024.0000	4788298.0000	0
40480		40.510	21.410			-6286987.0000	4741092.5000	0
40481		40.180	21.430			-6312828.5000	4764318.5000	0
40485		41.640	20.310			-6268462.0000	4570110.5000	0
40495		45.610	20.410			-5921724.0000	4329342.5000	0
40498		42.610	19.910			-6213382.0000	4471654.5000	0
40550	阿卜代利	47.710	30.090			-5139776.0000	5093393.5000	0
40552	沃巴	48.110	30.010			-5112984.0000	5064945.0000	0
40564	乌姆阿莱什	47.780	29.810			-5151316.0000	5064225.5000	0
40568	布比延	48.380	29.790			-5104845.0000	5030637.0000	0
40569		42.810	18.310			-6304906.5000	4313578.0000	0
40570	塞勒米	46.680	29.130			-5280408.5000	5061823.0000	0
40571		47.110	17.310			-5988695.5000	3947765.0000	0
40572		42.510	16.810			-6434033.5000	4196229.5000	0
40573		43.710	16.910			-6320846.0000	4126422.5000	0
40575		54.010	17.010			-5364576.0000	3514131.7500	0
40576		44.110	15.510			-6379930.0000	3970093.7500	0
40577		45.310	15.410			-6277404.5000	3882298.5000	0
40578		42.910	14.710			-6543551.0000	3975562.7500	0
40579		43.210	13.310			-6613539.0000	3824246.2500	0
40580	实验农场	47.940	29.290			-5170269.0000	5008366.5000	0
40581	舒韦赫	48.060	29.340			-5157641.0000	5006527.0000	0
40582	科威特国际机场	47.990	29.230			-5169925.5000	5000229.5000	0
40583	艾哈迈迪	48.140	29.110			-5165210.5000	4981280.5000	0
40584	富海希勒	48.160	29.080			-5165428.5000	4977475.0000	0
40585	舒艾拜	48.160	29.040			-5167857.0000	4973823.5000	0
40586		49.310	14.610			-5956542.0000	3552909.0000	0
40588	费莱凯岛	48.290	29.480			-5130773.0000	5007086.0000	0
40592	沃夫拉	48.080	28.580			-5202249.5000	4936099.0000	0
40594	努韦西卜	48.480	28.510			-5174188.5000	4908270.5000	0
40596	乌姆迈拉迪姆	48.660	28.690			-5148762.5000	4915174.0000	0
40597		45.010	12.810			-6480654.5000	3655152.5000	0
40599		53.910	12.610			-5631062.5000	3078552.5000	0
40602	拉比耶	42.110	36.810			-5130194.5000	5986973.5000	0
40604	辛贾尔	41.840	36.330			-5180745.0000	5959739.0000	0
40605	扎胡	42.690	37.140			-5068066.5000	5985143.0000	0
40608	摩苏尔	43.160	36.330			-5087792.0000	5889769.0000	0
40611	萨拉赫丁	44.230	36.630			-4992565.5000	5860441.0000	0
40621	基尔库克	44.410	35.480			-5053110.5000	5749627.0000	0
40622	恰姆恰马勒	45.140	35.430			-5003398.5000	5707304.0000	0
40623	苏来曼尼亚	45.460	35.560			-4971952.5000	5702380.5000	0
40629	阿纳	41.960	34.480			-5294426.5000	5792999.5000	0
40631	拜伊吉	43.490	34.940			-5154222.5000	5750583.0000	0
40634	哈迪塞	42.380	34.080			-5290484.5000	5735319.0000	0
40637	哈纳金	45.440	34.310			-5051961.0000	5592179.5000	0
40641	托莱比尔	38.740	32.730			-5643131.5000	5824981.0000	0
40642	鲁特拜	40.290	33.040			-5510726.5000	5762106.5000	0
40644	h1	41.640	33.790			-5363115.5000	5750862.5000	0
40648		43.510	33.310			-5258114.5000	5606504.0000	0
40650	巴格达	44.240	33.240			-5208642.0000	5560900.0000	0
40653	提克里特	44.310	34.590			-5117179.5000	5676314.0000	0
40656	卡尔巴拉	44.030	32.630			-5263368.0000	5518437.5000	0
40658	努海卜	42.260	32.040			-5433389.5000	5564484.0000	0
40665	库塔	46.060	32.180			-5138825.5000	5369439.0000	0
40670	纳杰夫	44.330	31.990			-5281895.5000	5445594.0000	0
40672	迪瓦尼耶	44.990	31.990			-5232032.5000	5409773.5000	0
40674	塞马瓦	45.280	31.310			-5252981.0000	5333561.5000	0
40676	纳西里耶	46.240	31.090			-5192967.5000	5262115.5000	0
40680	阿马拉	47.180	31.860			-5072828.0000	5281626.5000	0
40684	塞勒曼	44.540	30.510			-5360557.0000	5302957.0000	0
40686	布塞亚	46.130	30.110			-5262658.0000	5180045.5000	0
40688		47.610	30.410			-5128122.0000	5127747.0000	0
40689	巴士拉	47.790	30.580			-5103603.0000	5133673.0000	0
40691	法奥	48.510	29.990			-5082428.5000	5042068.5000	0
40700	阿巴德恩	47.930	39.660			-4542394.5000	5949470.0000	0
40701	马科	44.390	39.380			-4805584.5000	6095209.0000	0
40703	霍伊	44.980	38.560			-4816944.5000	5993229.5000	0
40706	大不里士	46.290	38.090			-4754381.0000	5886583.0000	0
40708	阿尔达比勒	48.330	38.230			-4600452.0000	5800703.0000	0
40710	萨拉卜	47.540	37.940			-4674614.5000	5812241.5000	0
40712	乌尔米耶	45.060	37.660			-4868283.0000	5909329.5000	0
40716	米亚内	47.710	37.460			-4691609.0000	5760619.5000	0
40718	安扎里	49.460	37.480			-4563471.5000	5678830.5000	0
40719	拉什特	49.630	37.330			-4559905.0000	5657085.5000	0
40721	马拉韦赫-塔佩山	55.960	37.910			-4056610.2500	5429712.0000	0
40723	博季努尔德	57.340	37.480			-3974113.7500	5331354.5000	0
40727	萨克兹	46.280	36.260			-4868705.5000	5723202.5000	0
40729	赞詹	48.490	36.690			-4681426.5000	5653047.5000	0
40731	卡兹文	50.040	36.240			-4593683.0000	5537706.0000	0
40732	拉姆萨尔	50.680	36.910			-4507138.0000	5569319.0000	0
40734	诺沙尔	51.510	36.660			-4459768.5000	5507774.0000	0
40736	巴博尔塞尔	52.660	36.730			-4369602.0000	5461875.0000	0
40738	戈尔甘	54.280	36.860			-4240096.5000	5402079.5000	0
40739	沙赫鲁德（伊马目鲁德）	54.960	36.430			-4211577.5000	5331763.5000	0
40740	古昌	58.510	37.080			-3904395.5000	5245231.0000	0
40741	萨拉赫斯	61.180	36.540			-3721908.2500	5087555.5000	0
40743	萨卜泽瓦尔	57.680	36.230			-4011981.0000	5197196.0000	0
40747	萨南达季	47.010	35.340			-4872120.0000	5603927.0000	0
40754	德黑兰-麦赫拉巴德	51.330	35.690			-4528807.5000	5426222.0000	0
40757	塞姆南	53.430	35.590			-4374599.0000	5320377.5000	0
40762	托尔巴特-海达里耶	59.230	35.280			-3937780.5000	5041824.0000	0
40763	卡什马尔	58.480	35.210			-4000834.7500	5065783.0000	0
40766	克尔曼沙阿	47.160	34.360			-4921084.0000	5508106.5000	0
40767		48.690	35.210			-4755303.5000	5508666.0000	0
40768	哈马丹	48.540	34.880			-4786292.0000	5486027.5000	0
40769	阿拉克	49.790	34.080			-4739246.5000	5351485.0000	0
40782	霍拉马巴德	48.290	33.440			-4891723.0000	5367627.0000	0
40783	阿里古达尔兹	49.710	33.410			-4784807.5000	5293956.5000	0
40785	卡尚	51.460	33.990			-4616216.0000	5262530.5000	0
40789	霍尔	55.090	33.790			-4343347.0000	5075859.0000	0
40791	塔巴斯	56.930	33.610			-4206219.0000	4977488.0000	0
40794	萨菲-阿巴德 迪兹富勒	48.430	32.280			-4950810.5000	5255025.0000	0
40795		48.390	32.410			-4946077.5000	5268900.0000	0
40798	沙赫尔库尔德	50.860	32.290			-4760777.0000	5134116.0000	0
41116	塞拉特-阿比代	43.140	18.090			-6291075.5000	4272033.5000	0
41120	瓦迪迪拉	42.490	17.990			-6354650.0000	4305337.5000	0
41128	奈季兰	44.430	17.630			-6208384.0000	4146462.5000	0
41134		47.180	17.340			-5980407.0000	3946277.2500	0
41140	季赞	42.590	16.890			-6421460.5000	4198252.0000	0
41141	季赞	42.540	16.910			-6424493.5000	4203400.5000	0
41150	巴林（国际机场）	50.660	26.280			-5127073.0000	4586020.0000	0
41151		50.590	26.490			-5120627.5000	4609336.0000	0
41153		50.330	26.190			-5160156.0000	4595142.5000	0
41154		50.540	26.040			-5151302.5000	4569962.0000	0
41155		50.510	26.030			-5154423.0000	4570624.0000	0
41156		50.560	25.860			-5160210.0000	4552074.0000	0
41170	多哈国际机场	51.580	25.260			-5108411.0000	4441675.5000	0
41176	乌姆赛义德	51.560	24.910			-5130442.0000	4409721.5000	0
41184	哈伊马角国际机场	55.940	25.630			-4709727.5000	4256009.5000	0
41194	迪拜国际机场	55.340	25.260			-4782302.0000	4249678.5000	0
41196	沙加国际机场	55.530	25.340			-4761299.5000	4248038.0000	0
41216	阿布扎比巴廷机场	54.480	24.440			-4902823.5000	4213680.5000	0
41217	阿布扎比国际机场	54.660	24.440			-4886960.0000	4204584.0000	0
41218	艾因国际机场	55.610	24.280			-4811627.0000	4141563.7500	0
41226	迈迪纳扎耶德	53.640	23.640			-5021586.0000	4179831.5000	0
41240	海赛卜	56.390	26.340			-4632511.5000	4302971.0000	0
41242	迪巴	56.260	25.630			-4681655.0000	4240496.5000	0
41244	布赖米	55.790	24.240			-4797790.0000	4128756.5000	0
41246	苏哈尔马吉斯	56.640	24.480			-4709235.5000	4110373.7500	0
41252		56.530	23.430			-4775034.0000	4013329.2500	0
41254	赛格	57.640	23.080			-4692972.0000	3924754.7500	0
41255	奈兹瓦	57.540	22.860			-4713624.0000	3907953.7500	0
41256	锡卜国际机场	58.290	23.590			-4607328.0000	3943790.7500	0
41257	塞马伊勒	57.940	23.310			-4653660.0000	3932928.0000	0
41258	米纳苏丹-盖布斯	58.580	23.630			-4578902.5000	3933985.5000	0
